,Label,Checkpoint,OriginalLoss,AblatedLoss,AblationIncrease
2461,L5N395,82,2.981096205711365,3.0581688404083254,0.07707263469696057
2462,L5N1655,82,2.981096205711365,2.981211771965027,0.00011556625366226925
2463,L4N1276,82,2.981096205711365,2.9818255853652955,0.0007293796539307174
2464,L5N444,82,2.981096205711365,2.9859731721878053,0.004876966476440536
2465,L5N1599,82,2.981096205711365,2.9828231000900267,0.001726894378661914
2466,L4N45,82,2.981096205711365,2.9853311824798583,0.0042349767684934925
2467,L5N1712,82,2.981096205711365,2.981406764984131,0.00031055927276613104
2468,L5N1336,82,2.981096205711365,3.000223631858826,0.01912742614746099
2469,L5N389,82,2.981096205711365,2.9861037588119506,0.00500755310058576
2470,L5N1225,82,2.981096205711365,2.9827095079421997,0.0016133022308348899
2471,L5N592,82,2.981096205711365,2.981308093070984,0.0002118873596193005
2472,L3N1542,82,2.981096205711365,2.982254886627197,0.0011586809158323774
2473,L5N1272,82,2.981096205711365,2.9832076740264895,0.002111468315124654
2474,L5N1638,82,2.981096205711365,2.9811241245269775,2.791881561270415e-05
2475,L5N1331,82,2.981096205711365,2.981032943725586,-6.326198577877307e-05
2476,L5N725,82,2.981096205711365,2.9810731744766237,-2.303123474112212e-05
2477,L4N1271,82,2.981096205711365,2.98259343624115,0.0014972305297851207
2478,L4N482,82,2.981096205711365,3.000998134613037,0.019901928901672417
2479,L4N1601,82,2.981096205711365,2.9820640897750854,0.0009678840637206143
2480,L4N768,82,2.981096205711365,2.9819499397277833,0.0008537340164185281
2481,L5N432,82,2.981096205711365,2.981471924781799,0.0003757190704343216
2482,L3N60,82,2.981096205711365,2.9856134271621704,0.004517221450805575
2483,L5N1212,82,2.981096205711365,2.9813715028762817,0.00027529716491692113
2484,L5N1453,82,2.981096205711365,2.98121479511261,0.000118589401245206
2485,L5N1693,82,2.981096205711365,2.9820275926589965,0.0009313869476317294
2486,L4N2014,82,2.981096205711365,2.9805211639404297,-0.0005750417709351474
2487,L5N785,82,2.981096205711365,2.9868626689910887,0.005766463279723855
2488,L5N1787,82,2.981096205711365,2.9820205116271974,0.0009243059158325906
2489,L5N1086,82,2.981096205711365,2.9815765380859376,0.00048033237457278943
2490,L3N669,83,2.978430414199829,3.262800679206848,0.284370265007019
2491,L5N395,83,2.978430414199829,3.051968822479248,0.07353840827941882
2492,L5N1655,83,2.978430414199829,2.9785702991485596,0.00013988494873062862
2493,L4N1276,83,2.978430414199829,2.9797342729568483,0.0013038587570193272
2494,L5N444,83,2.978430414199829,2.989352989196777,0.010922574996948153
2495,L5N1599,83,2.978430414199829,2.9801636600494383,0.0017332458496093217
2496,L4N45,83,2.978430414199829,2.983622307777405,0.005191893577575879
2497,L5N1712,83,2.978430414199829,2.97851131439209,8.090019226081324e-05
2498,L5N1336,83,2.978430414199829,2.9959805393218994,0.017550125122070437
2499,L5N389,83,2.978430414199829,2.9850528621673584,0.006622447967529421
2500,L5N1225,83,2.978430414199829,2.979800887107849,0.0013704729080199485
2501,L5N592,83,2.978430414199829,2.9787279558181763,0.00029754161834727455
2502,L3N1542,83,2.978430414199829,2.9794377183914182,0.0010073041915892311
2503,L5N1272,83,2.978430414199829,2.9795584678649902,0.0011280536651612216
2504,L5N1638,83,2.978430414199829,2.978444285392761,1.3871192932057852e-05
2505,L5N1331,83,2.978430414199829,2.978612504005432,0.00018208980560308063
2506,L5N725,83,2.978430414199829,2.9788303184509277,0.00039990425109870387
2507,L4N1271,83,2.978430414199829,2.9795414686203,0.0011110544204711026
2508,L4N482,83,2.978430414199829,2.9979503202438353,0.01951990604400633
2509,L4N1601,83,2.978430414199829,2.9793651866912843,0.000934772491455238
2510,L4N768,83,2.978430414199829,2.9794049310684203,0.0009745168685912908
2511,L5N432,83,2.978430414199829,2.978769316673279,0.0003389024734499202
2512,L3N60,83,2.978430414199829,2.9840204906463623,0.00559007644653331
2513,L5N1212,83,2.978430414199829,2.9783819103240967,-4.850387573229753e-05
2514,L5N1453,83,2.978430414199829,2.97877818107605,0.00034776687622084523
2515,L5N1693,83,2.978430414199829,2.981730031967163,0.0032996177673338956
2516,L4N2014,83,2.978430414199829,2.978020815849304,-0.0004095983505250089
2517,L5N785,83,2.978430414199829,2.984982614517212,0.006552200317382795
2518,L5N1787,83,2.978430414199829,2.979549136161804,0.0011187219619750444
2519,L5N1086,83,2.978430414199829,2.9790356397628783,0.0006052255630493164
2520,L3N669,84,2.9878575372695924,3.2827753114700315,0.2949177742004392
2521,L5N395,84,2.9878575372695924,3.0626518535614013,0.074794316291809
2522,L5N1655,84,2.9878575372695924,2.9879528284072876,9.529113769524145e-05
2523,L4N1276,84,2.9878575372695924,2.9897167444229127,0.0018592071533203303
2524,L5N444,84,2.9878575372695924,2.9957172536849974,0.00785971641540506
2525,L5N1599,84,2.9878575372695924,2.9898778343200685,0.0020202970504761275
2526,L4N45,84,2.9878575372695924,2.9927473354339598,0.004889798164367409
2527,L5N1712,84,2.9878575372695924,2.9879181718826295,6.063461303718043e-05
2528,L5N1336,84,2.9878575372695924,3.0058436250686644,0.01798608779907207
2529,L5N389,84,2.9878575372695924,2.995491704940796,0.007634167671203507
2530,L5N1225,84,2.9878575372695924,2.989122905731201,0.0012653684616088512
2531,L5N592,84,2.9878575372695924,2.9880541944503785,0.00019665718078609729
2532,L3N1542,84,2.9878575372695924,2.988615560531616,0.0007580232620236771
2533,L5N1272,84,2.9878575372695924,2.989193768501282,0.0013362312316895775
2534,L5N1638,84,2.9878575372695924,2.9878543424606323,-3.1948089600497553e-06
2535,L5N1331,84,2.9878575372695924,2.9879409217834474,8.338451385503376e-05
2536,L5N725,84,2.9878575372695924,2.987555546760559,-0.00030199050903334523
2537,L4N1271,84,2.9878575372695924,2.989970622062683,0.0021130847930908025
2538,L4N482,84,2.9878575372695924,3.005675139427185,0.01781760215759265
2539,L4N1601,84,2.9878575372695924,2.9892827701568603,0.0014252328872679243
2540,L4N768,84,2.9878575372695924,2.9887749624252318,0.0009174251556394175
2541,L5N432,84,2.9878575372695924,2.988069524765015,0.0002119874954225054
2542,L3N60,84,2.9878575372695924,2.993323712348938,0.005466175079345437
2543,L5N1212,84,2.9878575372695924,2.987958664894104,0.00010112762451175428
2544,L5N1453,84,2.9878575372695924,2.988333473205566,0.0004759359359738369
2545,L5N1693,84,2.9878575372695924,2.989240484237671,0.0013829469680786133
2546,L4N2014,84,2.9878575372695924,2.9874444961547852,-0.00041304111480711114
2547,L5N785,84,2.9878575372695924,2.9916405153274535,0.003782978057861097
2548,L5N1787,84,2.9878575372695924,2.9883479022979738,0.000490365028381401
2549,L5N1086,84,2.9878575372695924,2.98835009098053,0.0004925537109374822
2550,L3N669,85,2.982482786178589,3.25645396232605,0.273971176147461
2551,L5N395,85,2.982482786178589,3.0463695907592774,0.0638868045806884
2552,L5N1655,85,2.982482786178589,2.9825989246368407,0.00011613845825175773
2553,L4N1276,85,2.982482786178589,2.9832111501693728,0.000728363990783798
2554,L5N444,85,2.982482786178589,2.995077314376831,0.012594528198242028
2555,L5N1599,85,2.982482786178589,2.984107046127319,0.0016242599487301668
2556,L4N45,85,2.982482786178589,2.987077898979187,0.004595112800597878
2557,L5N1712,85,2.982482786178589,2.9826189041137696,0.0001361179351806463
2558,L5N1336,85,2.982482786178589,3.013369483947754,0.03088669776916486
2559,L5N389,85,2.982482786178589,2.994545621871948,0.012062835693359197
2560,L5N1225,85,2.982482786178589,2.9833709096908567,0.0008881235122677467
2561,L5N592,85,2.982482786178589,2.9826845073699952,0.00020172119140626776
2562,L3N1542,85,2.982482786178589,2.9829623174667357,0.0004795312881467062
2563,L5N1272,85,2.982482786178589,2.984634213447571,0.002151427268981987
2564,L5N1638,85,2.982482786178589,2.9825022506713865,1.9464492797549582e-05
2565,L5N1331,85,2.982482786178589,2.9825452709198,6.248474121095526e-05
2566,L5N725,85,2.982482786178589,2.9824940299987794,1.1243820190465215e-05
2567,L4N1271,85,2.982482786178589,2.9845752620697024,0.002092475891113388
2568,L4N482,85,2.982482786178589,2.9991771173477173,0.01669433116912833
2569,L4N1601,85,2.982482786178589,2.9840498304367067,0.0015670442581177113
2570,L4N768,85,2.982482786178589,2.9837042570114134,0.0012214708328244228
2571,L5N432,85,2.982482786178589,2.9828548288345336,0.0003720426559445933
2572,L3N60,85,2.982482786178589,2.984866008758545,0.0023832225799558238
2573,L5N1212,85,2.982482786178589,2.9825835037231445,0.00010071754455553972
2574,L5N1453,85,2.982482786178589,2.982475824356079,-6.9618225100320785e-06
2575,L5N1693,85,2.982482786178589,2.9877335691452025,0.005250782966613521
2576,L4N2014,85,2.982482786178589,2.982111067771912,-0.0003717184066771573
2577,L5N785,85,2.982482786178589,2.987852358818054,0.005369572639465137
2578,L5N1787,85,2.982482786178589,2.983834662437439,0.0013518762588500266
2579,L5N1086,85,2.982482786178589,2.982766337394714,0.00028355121612522183
2580,L3N669,86,3.003790512084961,3.3200556516647337,0.31626513957977265
2581,L5N395,86,3.003790512084961,3.062894277572632,0.059103765487670934
2582,L5N1655,86,3.003790512084961,3.003895707130432,0.00010519504547090719
2583,L4N1276,86,3.003790512084961,3.006027789115906,0.0022372770309448953
2584,L5N444,86,3.003790512084961,3.012630400657654,0.0088398885726928
2585,L5N1599,86,3.003790512084961,3.006670150756836,0.0028796386718750178
2586,L4N45,86,3.003790512084961,3.00904887676239,0.005258364677429128
2587,L5N1712,86,3.003790512084961,3.0038765716552733,8.605957031226907e-05
2588,L5N1336,86,3.003790512084961,3.036814317703247,0.033023805618285884
2589,L5N389,86,3.003790512084961,3.0113222551345826,0.007531743049621564
2590,L5N1225,86,3.003790512084961,3.005334906578064,0.0015443944931030629
2591,L5N592,86,3.003790512084961,3.0039816331863403,0.00019112110137919913
2592,L3N1542,86,3.003790512084961,3.004326300621033,0.000535788536071724
2593,L5N1272,86,3.003790512084961,3.005332589149475,0.0015420770645140358
2594,L5N1638,86,3.003790512084961,3.00383855342865,4.8041343688964844e-05
2595,L5N1331,86,3.003790512084961,3.003825206756592,3.4694671630752794e-05
2596,L5N725,86,3.003790512084961,3.003886318206787,9.580612182613635e-05
2597,L4N1271,86,3.003790512084961,3.0054040908813477,0.0016135787963866832
2598,L4N482,86,3.003790512084961,3.017377414703369,0.013586902618408114
2599,L4N1601,86,3.003790512084961,3.006600866317749,0.0028103542327877484
2600,L4N768,86,3.003790512084961,3.00673002243042,0.0029395103454588067
2601,L5N432,86,3.003790512084961,3.003938384056091,0.00014787197113008688
2602,L3N60,86,3.003790512084961,3.0095405912399293,0.0057500791549682795
2603,L5N1212,86,3.003790512084961,3.004015326499939,0.000224814414977903
2604,L5N1453,86,3.003790512084961,3.004123773574829,0.0003332614898678976
2605,L5N1693,86,3.003790512084961,3.0053926706314087,0.0016021585464476296
2606,L4N2014,86,3.003790512084961,3.003349099159241,-0.0004414129257201971
2607,L5N785,86,3.003790512084961,3.011585192680359,0.007794680595397896
2608,L5N1787,86,3.003790512084961,3.004414963722229,0.0006244516372677644
2609,L5N1086,86,3.003790512084961,3.00423602104187,0.00044550895690909087
